log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
285,441348 floating point alignment exceptions,partial,<*> floating point alignment exceptions,0.9608,<*> double-hummer alignment exceptions,0.6127,floating point instr. enabled.....1,0.5276,47.88,162
286,iar 001061d4 dear 024696cc,partial,iar <*> dear <*>,0.9689,lr:00004ed0 <*>,0.651,instruction address: <*>,0.5112,48.39,162
287,iar 00106348 dear 024696bc,partial,iar <*> dear <*>,0.9646,lr:00004ed0 <*>,0.6504,instruction address: <*>,0.4936,48.04,162
288,iar 00106204 dear 02f75edc,partial,iar <*> dear <*>,0.9755,lr:00004ed0 <*>,0.6089,data address: <*>,0.4923,48.36,162
289,"CE sym 21, at 0x111d8c60, mask 0x01",partial,CE sym <*> at <*> mask <*>,0.9641,"CE sym 6, at <*> mask <*>",0.944,"CE sym 21, at 0x04d64dc0, mask <*>",0.9325,48.72,162
290,instruction cache parity error corrected,exact,instruction cache parity error corrected,1.0,data cache search parity error detected. attempting to correct,0.6844,guaranteed instruction cache block touch.0,0.5029,47.95,162
291,"CE sym 34, at 0x11e7ed80, mask 0x80",exact,"CE sym 34, at 0x11e7ed80, mask <*>",1.0,"CE sym 16, at <*> mask <*>",0.9176,"CE sym 33, at 0x00dbd200, mask <*>",0.9118,48.68,162
292,"2 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 6",partial,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9575,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9253,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8656,48.41,162
293,instruction cache parity error corrected,exact,instruction cache parity error corrected,1.0,data cache search parity error detected. attempting to correct,0.6844,guaranteed instruction cache block touch.0,0.5029,48.76,162
294,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",exact,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",1.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",0.8942,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",0.7788,49.66,162
295,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",exact,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied",1.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",0.8942,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",0.7788,49.11,162
296,iar 00105e88 dear 02f6436c,partial,iar <*> dear <*>,0.97,lr:00004ed0 <*>,0.6279,instruction address: <*>,0.5007,48.39,162
297,iar 00105e84 dear 0244f29c,partial,iar <*> dear <*>,0.9793,lr:00004ed0 <*>,0.6355,instruction address: <*>,0.4796,48.08,162
298,"CE sym 30, at 0x042358a0, mask 0x20",partial,CE sym <*> at <*> mask <*>,0.9628,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9571,"CE sym 6, at <*> mask <*>",0.9331,49.13,162
299,ciod: generated 128 core files for program /g/g24/germann2/BGL-demo/SPaSM_mpi,partial,ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,0.9283,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.86,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.7381,49.57,162
300,iar 001061e8 dear 0247012c,partial,iar <*> dear <*>,0.9815,lr:00004ed0 <*>,0.6226,data address: <*>,0.4934,48.19,162
301,iar 001061e8 dear 0247015c,partial,iar <*> dear <*>,0.9803,lr:00004ed0 <*>,0.6137,data address: <*>,0.4847,48.98,162
302,iar 00106200 dear 0247016c,partial,iar <*> dear <*>,0.9766,lr:00004ed0 <*>,0.6181,data address: <*>,0.4985,49.98,162
303,iar 001061b4 dear 024701dc,partial,iar <*> dear <*>,0.9638,lr:00004ed0 <*>,0.6021,data address: <*>,0.5002,48.35,162
304,iar 001061e8 dear 0247015c,partial,iar <*> dear <*>,0.9805,lr:00004ed0 <*>,0.6137,data address: <*>,0.4847,48.59,162
305,iar 00106200 dear 0247019c,partial,iar <*> dear <*>,0.9741,lr:00004ed0 <*>,0.6095,data address: <*>,0.4881,48.54,162
306,iar 00105e84 dear 024701dc,partial,iar <*> dear <*>,0.9649,lr:00004ed0 <*>,0.6138,data address: <*>,0.4916,48.28,162
307,iar 00106200 dear 0247019c,partial,iar <*> dear <*>,0.9742,lr:00004ed0 <*>,0.6095,data address: <*>,0.4881,48.15,162
308,iar 001061e8 dear 0247015c,partial,iar <*> dear <*>,0.9807,lr:00004ed0 <*>,0.6137,data address: <*>,0.4847,48.14,162
309,iar 001061e8 dear 0247018c,partial,iar <*> dear <*>,0.9797,lr:00004ed0 <*>,0.6221,data address: <*>,0.4905,48.06,162
310,iar 001061e8 dear 0247015c,partial,iar <*> dear <*>,0.9809,lr:00004ed0 <*>,0.6137,data address: <*>,0.4847,48.16,162
311,iar 001061e8 dear 0247012c,partial,iar <*> dear <*>,0.9822,lr:00004ed0 <*>,0.6226,data address: <*>,0.4934,48.28,162
312,iar 001061b4 dear 0247017c,partial,iar <*> dear <*>,0.9795,lr:00004ed0 <*>,0.6212,data address: <*>,0.4815,47.92,162
313,iar 001061b4 dear 024701ac,partial,iar <*> dear <*>,0.9738,lr:00004ed0 <*>,0.6121,data address: <*>,0.4997,48.9,162
314,iar 001061b4 dear 0247017c,partial,iar <*> dear <*>,0.9797,lr:00004ed0 <*>,0.6212,data address: <*>,0.4815,48.41,162
315,iar 00106200 dear 0247019c,partial,iar <*> dear <*>,0.9746,lr:00004ed0 <*>,0.6095,data address: <*>,0.4881,48.42,162
316,iar 001061e8 dear 0247015c,partial,iar <*> dear <*>,0.9813,lr:00004ed0 <*>,0.6137,data address: <*>,0.4847,48.45,162
317,iar 001061b4 dear 0247017c,partial,iar <*> dear <*>,0.9799,lr:00004ed0 <*>,0.6212,data address: <*>,0.4815,48.23,162
318,19220208 floating point alignment exceptions,partial,<*> floating point alignment exceptions,0.9481,floating point instr. enabled.....1,0.5558,<*> double-hummer alignment exceptions,0.5556,48.08,162
319,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",exact,"Error receiving packet on tree network, expecting type 57 instead of type 3 <*> PSR<*> PSR<*> PRXF<*> PIXF<*>",0.9978,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 <*>,0.7028,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6275,51.52,162
320,program interrupt: privileged instruction...0,exact,program interrupt: privileged instruction...0,1.0,program interrupt: illegal instruction......<*>,0.8368,program interrupt: imprecise exception......0,0.7577,49.06,162
321,iar 00106ba0 dear 0246de3c,partial,iar <*> dear <*>,0.9766,lr:00004ed0 <*>,0.6247,data address: <*>,0.52,49.7,162
322,iar 00106b98 dear 0246dd9c,partial,iar <*> dear <*>,0.9816,lr:00004ed0 <*>,0.6424,data address: <*>,0.488,50.22,162
323,iar 00106c0c dear 0246de1c,partial,iar <*> dear <*>,0.972,lr:00004ed0 <*>,0.6341,data address: <*>,0.5306,49.95,162
324,5302707 floating point alignment exceptions,partial,<*> floating point alignment exceptions,0.9657,<*> double-hummer alignment exceptions,0.575,floating point instr. enabled.....1,0.5506,49.5,162
325,iar 00106448 dear 0246dbbc,partial,iar <*> dear <*>,0.9541,lr:00004ed0 <*>,0.6261,data address: <*>,0.5129,50.97,162
326,iar 00106448 dear 0246db5c,partial,iar <*> dear <*>,0.975,lr:00004ed0 <*>,0.6345,data address: <*>,0.5071,50.48,162
327,iar 00106448 dear 0246dbec,partial,iar <*> dear <*>,0.9553,lr:00004ed0 <*>,0.6299,instruction address: <*>,0.5311,50.13,162
328,"CE sym 25, at 0x10e1bce0, mask 0x40",partial,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9608,CE sym <*> at <*> mask <*>,0.9359,"CE sym 6, at <*> mask <*>",0.9019,49.76,162
329,iar 00106288 dear 02f7a0fc,partial,iar <*> dear <*>,0.962,lr:00004ed0 <*>,0.6498,data address: <*>,0.514,49.67,162
330,iar 00113890 dear 0fee9c3c,partial,iar <*> dear <*>,0.9509,lr:00004ed0 <*>,0.6061,data address: <*>,0.4801,48.27,162
331,iar 00113898 dear 0fee9c4c,partial,iar <*> dear <*>,0.9508,lr:00004ed0 <*>,0.6232,data address: <*>,0.4724,48.16,162
332,iar 00113898 dear 0fee9c4c,partial,iar <*> dear <*>,0.951,lr:00004ed0 <*>,0.6232,data address: <*>,0.4724,48.23,162
333,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,exact,<*> torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,0.9961,1 torus receiver <*> input pipe error(s) (dcr <*> detected and corrected,0.8877,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.7021,48.79,162
334,"CE sym 9, at 0x12870760, mask 0x40",partial,"CE sym 6, at <*> mask <*>",0.9495,CE sym <*> at <*> mask <*>,0.9295,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9252,48.3,162
335,3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,partial,<*> L3 EDRAM error(s) (dcr <*> detected and corrected over 282 seconds,0.9872,total of <*> ddr error(s) detected and corrected,0.5743,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.5727,48.49,162
336,"CE sym 6, at 0x00e462c0, mask 0x02",partial,"CE sym 6, at <*> mask <*>",0.9662,CE sym <*> at <*> mask <*>,0.9214,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9072,48.77,162
337,"CE sym 25, at 0x00e19cc0, mask 0x10",partial,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9555,CE sym <*> at <*> mask <*>,0.9554,"CE sym 6, at <*> mask <*>",0.929,48.85,162
338,"2 ddr errors(s) detected and corrected on rank 0, symbol 4, bit 4",partial,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9818,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9405,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8559,48.94,162
339,"CE sym 15, at 0x1bb2fe80, mask 0x02",exact,"CE sym 15, at 0x1bb2fe80, mask <*>",1.0,"CE sym 16, at <*> mask <*>",0.909,"CE sym 6, at <*> mask <*>",0.8833,48.25,162
340,rts: kernel terminated for reason 1004,exact,rts: kernel terminated for reason <*>,0.9995,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",0.8669,rts internal error,0.7234,47.97,162
341,iar 00106274 dear 0246da8c,partial,iar <*> dear <*>,0.9823,lr:00004ed0 <*>,0.6208,data address: <*>,0.4624,49.71,162
342,iar 00106448 dear 0246dacc,partial,iar <*> dear <*>,0.9621,lr:00004ed0 <*>,0.6177,data address: <*>,0.5012,48.42,162
343,iar 00106298 dear 02f7a18c,partial,iar <*> dear <*>,0.976,lr:00004ed0 <*>,0.6654,data address: <*>,0.4906,48.66,162
344,488205 floating point alignment exceptions,partial,<*> floating point alignment exceptions,0.9532,<*> double-hummer alignment exceptions,0.575,floating point instr. enabled.....1,0.5414,48.2,162
345,ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp,partial,ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,0.9626,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.8302,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.6927,49.04,162
346,"1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 7",partial,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9639,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.9178,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.8622,48.55,162
347,"CE sym 25, at 0x12127ee0, mask 0x10",partial,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9601,CE sym <*> at <*> mask <*>,0.9409,"CE sym 6, at <*> mask <*>",0.9317,48.2,162
348,rts: kernel terminated for reason 1004,exact,rts: kernel terminated for reason <*>,0.9996,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",0.8669,rts internal error,0.7234,47.95,162
349,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",exact,"Error receiving packet on tree network, expecting type 57 instead of type 3 <*> PSR<*> PSR<*> PRXF<*> PIXF<*>",0.9979,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 <*>,0.7104,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6271,51.66,162
350,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",exact,"Error receiving packet on tree network, expecting type 57 instead of type 3 <*> PSR<*> PSR<*> PRXF<*> PIXF<*>",0.9963,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 <*>,0.7132,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6174,52.04,162
351,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",partial,critical input interrupt (unit=0x0b bit<*> warning for torus <*> wire<*> suppressing further interrupts of same type,0.9838,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.7581,critical input interrupt enable...0,0.6299,49.58,162
352,ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.rel2,partial,ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,0.9539,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.8272,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.6861,49.27,162
353,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,exact,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,1.0,ciod: generated 128 core files for program <*>,0.756,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,0.7233,48.88,162
354,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,exact,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,1.0,ciod: generated 128 core files for program <*>,0.756,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,0.7233,48.69,162
355,"Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04D58088CB2FFFFF08031C104CE9, found 04CA80D8012FFFFF08061A8094CB",partial,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,0.978,Node card is not fully functional,0.5424,NodeCard is not fully functional,0.5222,51.6,162
356,"Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07570DD8002FFFFF09031B7090E2, found 04D480D8482FFFFF0A071BA052DE",partial,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,0.9762,Node card is not fully functional,0.5308,NodeCard is not fully functional,0.5161,51.42,162
357,rts: kernel terminated for reason 1004,exact,rts: kernel terminated for reason <*>,0.9997,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",0.8669,rts internal error,0.7234,48.72,162
358,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",exact,"Error receiving packet on tree network, expecting type 57 instead of type 3 <*> PSR<*> PSR<*> PRXF<*> PIXF<*>",0.9952,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 <*>,0.7057,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6143,52.18,162
359,"ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",0.9694,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7472,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",0.6585,49.65,162
360,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,exact,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.9934,<*> torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,0.7111,1 torus receiver <*> input pipe error(s) (dcr <*> detected and corrected,0.6578,49.42,162
361,26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,exact,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.9911,<*> torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,0.706,1 torus receiver <*> input pipe error(s) (dcr <*> detected and corrected,0.6479,49.4,162
362,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.999,ciod: Message code 0 is not 51 or <*>,0.7409,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6232,49.98,162
363,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9991,ciod: Message code 0 is not 51 or <*>,0.7409,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6232,49.14,162
364,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9992,ciod: Message code 0 is not 51 or <*>,0.7409,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6232,49.0,162
365,"CE sym 28, at 0x1efc7020, mask 0x20",partial,CE sym <*> at <*> mask <*>,0.945,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9074,"CE sym 27, at <*> mask <*>",0.9072,48.47,162
366,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,partial,ciod: generated 128 core files for program <*>,0.979,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.7039,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.6894,49.58,162
367,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,partial,ciod: generated 128 core files for program <*>,0.9839,ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,0.7039,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.6894,49.72,162
